id,codice_archivio,tipologia,titolo,sottotitolo,prima_responsabilita,altre_responsabilita,luogo,edizione,ente,serie,anno,descrizione,cdd,soggetto,note
2213,1976.11,LIBRO,    Statuto dell'Arte dei Muratori,,,[introduzione di] Duccio Balestracci,Siena,Arteditoria Periccioli,,,1976,"XXX, 49 p., [29] c. di tav. : ill. ; 22 cm",330.9455806,Siena - Arte dei Muratori - Statuti,"Ripr. facs. dello Statuto, che si conserva presso l'Archivio di Stato di Siena (Arti 127)"
2214,1992.21,LIBRO,La Loggia della Mercanzia in Siena,,Sabine Hansen,,Sinalunga (SI),Arti Grafiche Viti - Riccucci,,,1992,"XXIV, 352 p, [24] c. di tav. ; 24 cm.",725.609 455 81,Siena - Loggia della Mercanzia - Studi,Con indice bibliografico e delle fonti. La pagina 3 risulta essere bianca.
2215,1932.07,LIBRO,Il Palio di Siena ,,"Piero Misciattelli, Duilio Ciambellotti",,Roma,Società editrice di Novissima,,,1932,"144 p., [1] c. di tav. : ill. ; 35 cm",39426945581,Siena - Palio,Esemplare n. 233; legatura in pelle marrone; sul piatto anteriore titolo e stemma di Siena impressi a secco con finiture in tessuto colorato; controg. e c. di guardia decorate.
238,2012.01,LIBRO,Silvio Gigli da Siena,Il mito della radio dal multiforme ingegno,Luca Luchini,,Monteriggioni,Il Leccio,,,2012,334 p. : ill. ; 21 cm,791.44092,Silvio Gigli,
152,1996.01,LIBRO,Siena Trionfa Immortale,"Silvio Gigli, il Palio, la Radio",Andrea Mugnai,,Siena,Giusti Editore di Saverio Becocci,Comune di Siena,,1996,64 p. ; 24 cm,394.2694558,Silvio Gigli - Palio - Radio Trasmissioni,"Catalogo della Mostra tenuta al Santa Maria della Scala di Siena, nel mese di aprile 1996"
1594,1985.14,LIBRO,Notizie d’arte,settembre 1985,,,,,,,1985,1 v. : ill. ; 33 cm,709.4558,Simone Martini,Articoli di qutodiani rilegati
1069,1979.08,LIBRO,Simone Martini e Ambrogio Lorenzetti nel Palazzo Pubblico di Siena,,Aldo Cairola,,Firenze,Edizioni I.F.I.,,,1979,48 p. : ill. ; 35 cm,759.5,Simone Martini  - Ambrogio Lorenzetti - Affreschi - Siena - Palazzo Pubblico,
595,1988.08,LIBRO,Simone Martini,"Atti del Convegno. Siena, 27, 28, 29 marzo 1985",[a cura di Luciano Bellosi],,Firenze,Centro Di,,,1988,"262 p. : ill. ; 28,5 cm",759.20,Simone Martini  - Congressi,
354,2003.07,LIBRO,Simone Martini : l'Annunciazione,,Enrico Catelnuovo,,Milano,Silvana Editoriale,Il Sole ventiquattrore,,2003,63 p. : ill. ; 18 cm,759.5,Simone Martini - Annunciazione,"La pubblicazione fa parte della serie ""Itinerari e Proposte"" (n° 4)"
1369,2015.05,LIBRO,Incontriamoci in società,"Storie e racconti sulla seconda casa dei contradaioli: Terzo di Camollia Bruco, Drago, Giraffa, Istrice, Lupa, Oca",[coordinamento editoriale di Antonella Leoncini],,Siena,Betti Editrice s.r.l.,Magistrato delle Contrade,,2015,175 p. : ill. ; 28 cm,334.70945581,Società di Contrada,
1778,2016.05,LIBRO,"Storie e racconti sulla seconda casa dei contradaioli: Terzo di Città:  Aquila, Chiocciola, Onda, Pantera, Selva, Tartuca",Storie racconti sulla seconda casa dei contradaioli,,,Siena,Betti Editrice s.r.l.,Magistrato delle Contrade,,2016,187 p. : ill. ; 28 cm,334.70945581,Società di Contrada,
965,1978.07,LIBRO,Ci si vede in società,Appunti e interviste sulla storia delle società di contrada,Augusto Mattioli,Sandro Rossi,Siena,nuovo corriere senese,,,1978,158 p. ; 24 cm,334.70945581,Società di Contrada - Siena - Interviste,
2216,1868.03,LIBRO,Statuto della società di mutuo soccorso fra le donne,,,,Siena,Tip. Di Alessandro Moschini,,,1868,25 p. ; 15 cm,366,Società di Mutuo Soccorso - Statuti,
2217,1908.03,LIBRO,Le feste di Siena,sonetti in vernacolo ,Ezio Felici,prefazione di Gildo Valeggia,Siena,Tip. Nuova,,,1908,"VIII, 54 p. ; 27 cm",,Sonetti,La copia posseduta è priva di copertina
1477,1951.02,LIBRO,Serenate,Sonetti in vernacolo senese,Carlo Fontani,[prefazione di Alberto Tailetti ; copertina e disegni di Enea],Siena,Casa Editrice Frullani,,,1951,59 p. ; 19 cm,851.914,Sonetti,
1524,1986.16,LIBRO,Dolce idioma amato ostello,,Lorenzo Fabbri,disegni di Emilio Giannelli,Siena,Tipografia Senese,,,1986,82 p. : ill. ; 20 cm,851.914,Sonetti,
2218,2017.06,LIBRO,S'i' fosse C(h)ecco,nuovi sonetti in vernacolo senese,Francesco Vannoni,"Prefazione di Mauro Civai , postfazione di Francesco Ricci",Siena,Betti Editrice s.r.l.,,,2017,135 p. ; 21 cm,851.9208,Sonetti,
1092,1980.14,LIBRO,Acquarelli senesi,"Sonetti , Racconti,Chiacchere",Mario Gigli,,Firenze,Edizioni Nerbini Firenze,,,1980,142 p. : ill. ; 21 cm,851.9,Sonetti,"Copertina di Bruno Tanganelli (Tambus).
Regalato da Mario Gigli"
1592,1970.04,LIBRO,Siena e Palio,40 sonetti in vernacolo,,Mario Gigli,,,,,1970,40 p. ; 20 cm,851.914,Sonetti - Poesie,Non si conosce l'anno di pubblicazione
121,1976.01,LIBRO,Poesie e satire,,Guido Bianchi,,Siena,Tipografia Senese,,,1976,124 p. ; 19 cm,851.914,Sonetti - Poesie,Poesie dell'istriciaiolo Guido Bianchi
70,2008.02,LIBRO,Dal Purgatorio al Paradiso,tre anni in Fontebranda 2005-2007: sonetti in vernacolo senese,Francesco Burroni,,Monteriggioni (SI),Edizioni Il Leccio,,,2008,157 p. ; 21 cm,851.914,Sonetti - Poesie,"La pubblicazione tratta della storia dell'Accademia Chigiana, sina dalle origini fino agli ultimi decenni del ventesimo secolo, con molte immagini inedite del Conte Guido Chigi Saracini tratte dall'archivio della Academia Chigiana."
1427,2012.12,LIBRO,La spennacchiera ed altre storie,Tredici sonetti in vernacolo senese,Luciano Fini,,Siena,Copisteria Daule Baragli,,"Inventario Senese, n. 7/2012 Rassegna di storia, letteratura e varia umanità",2012,22 p. ; 21 cm,851.914,Sonetti - Poesie,
409,1910.02,LIBRO,Sena vetus... Nova,sonetti in vernacolo senese. La città (guida di Siena). Il palio. Malamerenda (leggenda medioevale). Poesie di vario argomento,"Giovannelli, Momo",,Siena,Giuntini Bentivoglio,,,1910,158 p. ; 24 cm,851.912,Sonetti - Poesie,
557,1955.05,LIBRO,I sonetti - Storia nostra - Le prose,Storia nostra le prose,Cesare Pascarella,a cura dell’Accademia dei Lincei ; prefazione di Emilio Cecchi ; con 16 disegni dell’autore,Milano,Arnoldo Mondadori Editore,,Opere di Cesare Pascarella,1955,"790 p., 1 ritr. : ill. ; 20 cm + 1 c. ripieg",858.8,Sonetti - Prosa,
2219,1922.03,LIBRO,Il Palio di Siena,,,cenno storico descritto da R. Larco. Rassegna dei nuovi costumi e sonetti in vernazolo di E. Felici,Siena ,Senensis Art,,,1922,50 p. : ill. ; 24 cm,,Sonetti - Vernacolo,Donazione Sampieri
1072,1954.01,LIBRO,Fior di Verbena,Sonetti in vernacolo senese,Luciano Fini,Momo Giovannelli,Siena,Casa Editrice Martini,,,1954,,851.912,Sonetti - Vernacolo,"La Contrada possiede due copie.
Nel frontespizio della copia donata da Luciano Fini nel giugno 1954 si trova la dedica dell'autore alla sua Contrada: ""Al mio caro ISTRICIONE ove musa ispiratrice dei  miei versi vernacoli. Con tanto affetto dedica l'autore. Luciano Fini"";  nel frontespizio della copia donata da Luciano Fini il 6 luglio 2002 si trova la dedica dell'autore alla sua Contrada: ""Alla mia contrada. Luciano Fini . Siena 6 luglio 2002 - Quattro giorni dopo la vittoria del mio amato ISTRICE""."
1277,1996.12,LIBRO,"Dolce idioma, amato ostello",,Lorenzo Fabbri,,Siena,Tipografia Senese,,,1986,82 p. : ill. ; 20 cm,851.914,Sonetti - Vernacolo,
262,2014.06,LIBRO,Tanto pè fa poesia,sonetti in vernacolo senese,Vannoni Francesco,,Siena,Betti Editrice,,,2014,125 p. ; 21 cm,851.914,Sonetti - Vernacolo - Poesie,Con il contributo della Contrada Sovrana dell'Istrice
600,1968.03,LIBRO,Sonetti in vernacolo senese,,Giovannelli Momo,,Siena,Ugo Periccioli tipografo Editore,,,1968,237 p. : ill. ; 21 cm,851.91,Sonetti - Vernacolo - Siena,"Copia contenente nel frontespizio una dedica autografa dell' autore Momo Giovannelli all' Onorando Priore della Contrada dell' Istrice, datata 1968
(Presente nella Biblioteca della Contrada Sovrana dell' Istrice una seconda copia del testo, contenente nel frontespizio una dedica autografa del Priore Onorario della Contrada della Selva all' Onorando Priore della Contrada Sovrana dell' Istrice, datata 8 novembre 1988."
391,1955.02,LIBRO,La società di Esecutori di Pie Disposizioni nella storia e nel suo ordinamento,,A. Vegni,,Siena,Arti Grafiche Ticci,,,1955,30 p. : ill. ; 29 cm,361.763,Soocietà di Esecuzioni di Pie Disposizioni - Siena - Storia,
68,2001.01,LIBRO,I Gran Priori di Roma del Sovrano Ordine di Malta,,Annibale Ilari ,,Roma,Tipografia Palazzotti,Gran Priorato di Roma del SMOM,,2001,355 p. : ill. ; 29 cm,929.71,Sovrano Ordine di Malta,
68,2004.26,LIBRO,I Gran Priori di Roma del Sovrano Ordine di Malta,Supplemento,Annibale Ilari ,,Roma,Tipografia Palazzotti,Gran Priorato di Roma del SMOM,,2004,121 p. : ill. ; 29 cm,929.71,Sovrano Ordine di Malta,
104,2005.03,LIBRO,I Gran Priori del Sovrano Ordine di Malta,Supplemento,Ilari Annibale,,Roma,Gran Priorato di Roma del SMOM,Sovrano Ordine di Malta,,2005,121 p.; 29 cm,,Sovrano Ordine di Malta,
994,1988.10,LIBRO,Spedale di Santa Maria della Scala,Atti del Convegno Internazionale di Studi,,,Siena,Editore Pistolesi,,,1988,236 p. : ill. ; 27 cm,725.510945581,Spedale di Santa Maria della Scala - Siena - Restauro - Congressi,Congresso Siena 20-21-22 Novembre 1986
2220,2003.22,LIBRO,Arte e assistenza a Siena,le copertine dipinte dell'Ospedale di Santa Maria della Scala,"[catalogo a cura di Gabriella Piccinni, Carla Zarrilli] ",,Pisa,Pacini,,,2003,157 p. : ill. ; 28 cm ,759.45581,Spedale Santa Maria della Scala - Esposizioni,
345,1987.05,LIBRO,Lo Spedale Grande di Siena,Fatti urbanistici e architettonici del Santa Maria della Scala,Cavallero Gallavotti  Daniela,Brogi Andrea,Firenze,La Casa Usher 1987,,,1987,118 p. : ill. ; 29 cm,725.510945581,Spedale Santa Maria della Scala - Siena,
1715,1692.01,LIBRO,"Provisioni e ordini particolari per li Capitani, Podestà, e Vicari, dello Stato della Città di Siena",,Bonetti,,Siena,Stamperia del Pubblico,,,1692,"122, [4], p. : 24 cm",945.581,Stato Città di Siena,"Stemma mediceo sul front
Legato con: Instruttione per li capitani di giustitia potest, vicarii, et altri offitiali dello Stato di Siena circa il modo di contenersi nell’offitio ; 23p. : 24 cm"
1774,2016.08,LIBRO,Gruppo Donatori di Sangue delle Contrade,Statuto,Gruppo Donatori di Sangue delle Contrade,,,,,,2016,18 p. ; 21 cm,,Statuti,
1702,1986.20,LIBRO,Restauro di tessili appartenenti alle Contrade di Siena,,,,Siena,Grafica Pistolesi,,Quaderni dell'Arcolaio n. 1,1986,[24] p. : ill. ; 20x21 cm,746.0945581,Stoffe - Siena - Contrade - Restauro,
596,1991.07,LIBRO,Il patrimonio tessile antico della provincia di Siena : censimento e restauro / The ancient textile heritage of Siena : census and restoration,,"Elisabetta Avanzati, Marco Ciatti",,Siena,Centroofset,"Provincia di Siena, Assessorato alla Cultura",,1991,13 p. : ill. ; 30 cm,746.094558,Stoffe - Siena - Provincia di Siena,"Testo inglese a fronte.
Traduzione in lingua inglese di Gabriella Pratellesi."
1582,1986.18,LIBRO,Tessuti antichi e d’arte nei musei di Contrada,"aspetti e problemi di conservazione ed esposizione / l’Arcolaio : Siena, Accademia dei Rozzi, 19 dicembre",,,Siena,Industria Grafica Pistolesi,,,1986,28 p. : ill. ; 24 cm,746.720945581,Stoffe senesi - Congressi - Restauro,Pubblicazione edita in occasione del congresso tenuto a Siena il 19 dicembre 1986
1792,2008.16,LIBRO,Discorso fatto in tempo di Repubblica per le veglianti discordie de’ suoi cittadini,,Alessandro Piccolomini ; a cura di Eugenio Refini e Franco Tomasi,,Siena,Betti Editrice,Accademia senese degli Intronati,,2008,87 p. ; 22 cm,945.58107,Storia,
1756,1990.12,LIBRO,Le epistole di Andreoccio Petrucci (1426-1443),tra politica e cultura nel primo Quattrocento senese,a cura di Petra Pertici ; prefazione di Riccardo Fubini,,Siena,Accademia senese degli Intronati,,,1990,"192 p., [2] c. di tav. : ill. ; 24 cm",945.581,Storia - Andreoccio Petrucci ,
1796,1979.15,LIBRO,Nell’VIII centenario della Cattedrale di Siena (1179-1979),,,,Siena,Tipografia Senese,,Quaderni dell’Assessorato istruzione e cultura ; 0004,1979,349 p. in varie sequenze ; 24 cm,282.4558,Storia ecclesiastica,
762,1984.11,LIBRO,La via Francigena in Toscana,Storia di una strada medievale,Stopani Renato,Sestini Aldo,Firenze,Salimbeni,Amministrazione Provinciale ndi Siena,Collana di studi storici-territoriali,1984,"94 p., [32] p. di tav. : ill. ; 24 cm",388.109455,Strade - Toscana - Via Francigena,
149,1987.01,LIBRO,Ai margini della stregoneria,Una vicenda giudiziaria in Siena agli inizi del XVII secolo,Erminio Jacona,Mario Ascheri,Siena,Tipografia Senese,,,1987,66 p. : ill. ; 21 cm,133.4,Streghe - Processi - Siena,
597,1965.02,LIBRO,Taddeo di Bartolo,,Symeonides Sibilla,Enzo Carli,Siena,Accademia Senese degli Intronati,Amministrazione Provinciale di Siena,Monografie d’arte senese,1965,271 p. : ill. ; 25 cm,759.5581,Taddeo di Bartolo - Arte,"N° 0007 della serie ""Monografie d' arte senese"", pubblicata dall'm accademia senese degli Intronati.
Nel frontespizio dedica autografa di Ugo, Priore Onorario della Contrada della Selva, all' Onorando Priore della Contrada dell' Istrice, datata 8 Novembre 1988."
154,1984.01,LIBRO,Talamone,"Pagine di storia, di poesia, d'arte, di vita",Astorre Baglioni,,Pitigliano (GR),Tipografia A.T.L.A.,,,1984,352 p. : ill ; 25 cm,945.57733,Talamone - Storia - Orbetello,
242,1977.01,LIBRO,Di Vicolo in Vicolo,Due tempi in Vernacolo Senese di Tambus,Tambus,Vernacolo Clebbe,Siena,Il Mangia,,,1977,40 p. : ill. ; 25 cm,852.914,Tambus - Vernacolo - Vernacolo Clebbe - Siena,"In testa al Fronte: Teatro dei Rinnovati. Con il patrocinio del Comune di Siena. Libretto Teatrale della rappresentazione svoltasi presso il teatro dei Rinnovati di Siena l'11, il 12, il 13 febbraio del 1977."
2221,1984.17,LIBRO,Le Biccherne,"tavole dipinte delle magistrature senesi, secoli 13.-18","a cura di L. Borgia, E. Carli, M. A. Ceppari ... [et al.]",,Roma,s.n.,,,1984,"VII, 389 p. : ill. ; 30 cm",759.5581,Tavole di Biccherna,
1583,2002.22,LIBRO,Le biccherne di Siena,arte e finanza all’alba dell’economia moderna,[a cura di Alessandro Tomei],,Siena,Monte dei paschi di Siena,,Ed. speciale fuori commercio riservata alla Fondazione Monte Paschi di Siena,2002,381 p. : ill. ; 30 cm,759.5581,Tavole di Biccherna - Esposizioni,
1518,1915.03,LIBRO,La fuga d’Angelica : operetta goliardica in 3 atti,,di Momo Giovannelli e Wolfango Valsecchi studenti,musica del maestro Alessandro Billi,Siena,Nuova Tipografia,,,1915,4 [i.e. 40] p. ; 18 cm,852.914,Teatro,
348,2002.07,LIBRO,Per quest'oggi,,Roberta Ferri e Giovanni Vannucchi8a cura di),,Siena,Artegrafica Centrooffset,Comune di Siena,,2002,94 p. ; ill. : 33 cm,851.0080945581,Teatro - Siena,Donato da Fabio Broggi.
156,2003.01,LIBRO,Il clebbe di Tambus,Teatro vernacolo senese,Elettra Fusi,,Monteriggioni (SI),Il Leccio,,,2003,459 p. : ill. ; 24cm,852.914,Teatro - Vernacolo - Commedie - Siena,
1308,PER.JAC.2012.11,PERIODICO,Jacquard/69,Pagine di cultura Tessile,Fondazione Lisio - Arte della seta,,Firenze,Nardini Editore,,,2012,80 p. ; ill. : 29 cm,,Tessili - Seta - Arredo,"In questo numero sono presenti i seguenti articoli:

Per la scultura senese di statue in legno
Le statuette in bronzo conservate presso la R. Accademia dei Fisiocritici
I sigilli della Biblioteca Comunale di Siena
La costruzione del Cassero di Fighine nel contado di Siena
S.Leonardo al Lago e gli affreschi lorenzettiani in una cantilena del XVII secolo
Pittori senesi nella Collezione Gualino
Pinacoteca nella Pieve di Buonconvento
La raccolta Figdor e le opere d’arte senesi
La “Farnesina” dell’architetto Baldassarre Peruzzi acquistata dal Governo Nazionale
I restauri di San Domenico
Museo Civico
Alla Compagnia di S. Caterina
Esposizioni d’Arte Moderna
La Ditta Pasquale Franci
Piazza del Campo
Il Monte dei Paschi
Arte musicale
La Direzione
Il solenne insediamento del primo Podestà
Cronaca Amministrativa
Dati statistici
Istituzioni di Beneficenza cittadine - Il R. Istituto Pendola per i Sordomuti in Siena"
2222,2019.01,LIBRO,Il Palio dei senesi,"il ritrovamento del drappellone ""che si porta a offerta per la Santissima Vergine d'Agosto""",[a cura di Fabiana Bari],,Siena,Opera della Metropolitana,,Dialoghi,2019,31 p. : ill. ; 21 cm ,746.094558 ,Tessuti - Siena - Palio,
2223,1905.05,LIBRO,Tommaso Piccolomini,pagine di vita (15 marzo 1843 – 25 dicembre 1905),,,Siena,,,,1905,16 p. ; 26 cm,,Tommaso Piccolomini,
2224,"PER.TOP.1985,1",PERIODICO,Topolino,Topolino al Palio di Siena,Walt Disney,,Milano,Arnoldo Mondadori Editore,,n. 1549,1985,143 p. : ill. ; 19 cm,,Topolino - Siena - Palio - Walt Disney,
2225,"PER.TOP.1985,2",PERIODICO,Topolino,Topolino al Palio di Siena,Walt Disney,,Milano,Arnoldo Mondadori Editore,,n. 1550,1985,144 p. : ill. ; 19 cm,,Topolino - Siena - Palio - Walt Disney,La stroria completa va da pag. 325 a pag. 386
2226,"PER.TOP.1991,1",PERIODICO,I Grandi Classici,Topolino al Palio di Siena,Walt Disney,,Verona,Officine Grafiche Mondadori,,n. 57,1991,386 p. : ill. ; 19 cm,,Topolino - Siena - Palio - Walt Disney,
1597,1969.05,LIBRO,"Toponomastica della Toscana meridionale (valli della Fiora, dell’Ombrone, della Cècina e fiumi minori) e dell’Arcipelago toscano",,Silvio Pieri,a cura di Gino Garosi ; riveduto da Giuliano Bonfante,Siena,Accademia degli Intronati,,Monografie di storia e letteratura senese ; 0008,1969,"XXIV, 471 p., [4] c. di tav. : ill. ; 24 cm",914.55,Toponimi - Toscana meridionale,
170,2005.09,LIBRO,Sottile più che snella,La Torre del Mangia del Palazzo Pubblico di Siena,Letizia Galli,"Augusto Mazzini, Bruno Bruchi",Siena,Sillabe,Comune di Siena,,2005,93 p. : ill. ; 30cm,725.130945581,Torre del Mangia - Siena,
759,1994.17,LIBRO,La cultura artistica a Siena nell’Ottocento,,Carlo Sisi,"Ettore Spalletti, Giuliano Catoni , Fabio Lensini , David Finn","Milano, Cinisello Balsamo",Silvana editoriale,Banca Monte dei Paschi di Siena,,1994,585 p. : ill. ; 33 cm,709.45581,Toscana - Architettura,
1398,1995.01.02,LIBRO,L'architettura civile in Toscana,il cinquecento e il seicento,[a cura di Amerigo Restucci ; testi di: Marilena Caciorgna … [et al.],,Siena,Monte dei Paschi di Siena,,,1999,573 p. : ill. ; 33 cm,720.9455,Toscana - Architettura,
114,2009.05,LIBRO,Le arti in cantiere,,Gabriele Fattorini,"Michele Occhioni, Elisabetta Neri",Siena,Protagon Editori,Fondazione Monte dei Paschi di Siena,,2009,223 p.: ill. ; 29 cm,720.9455,Toscana - Architettura,Seconda Edizione
758,1999.13,LIBRO,L’architettura civile in Toscana,Il Cinquecento e il Seicento,Amerigo Restucci,Caciorgna Marilena,Siena,,Banca Monte dei Paschi di Siena,,1999,573 p. : in gran parte ill. ; 33 cm,720.9455,Toscana - Architettura,
284,1995.01.01,LIBRO,L'architettura civile in toscana,Il Medioevo,Balestracci Duccio,"Restucci Amerigo, Cantini Carlo",Siena,Amilcare Pizzi,Monte dei Paschi di Siena,,1995,595 p. : ill. ; 32 cm,720.94550902,Toscana - Architettura,
2227,1995.01.04,LIBRO,L'architettura civile in Toscana ,il Rinascimento ,a cura di Amerigo Restucci,"testi di Giuseppe Cantelli ... et al. ; fotografie di Carlo Cantini, Fabio Lensini",Siena,Monte dei Paschi di Siena,,,1997,574 p. : ill. ; 33 cm,720.9455,Toscana - Architettura,Architettura Civile Toscana
1491,2002.20,LIBRO,I Musei della Toscana,,Regione Toscana,,Milano,Touring club italiano,,,2002,160 p. : ill. ; 23 cm,914.55,Toscana - Guide,"Donato all' Archivio della Contrada sopvrana dell' Istrice da Alessandro Amidei

Pubblicato in occasione della mostra ""Vico Consorti scultore (1902-1979)"", tenuta a: Siena, Magazzini del Sale, Palazzo Pubblico, 
28 dicembre 2002-2 febbraio 2003"
381,2004.03,LIBRO,Il Paesaggio Toscano,L'opera dell'uomo e la nascita di un mito,,"Bonelli Conenna Lucia, Brilli Attilio, Cantelli Giuseppe",Cinisello Balsamo (MI),Silvana Editoriale,Banca Monte dei Paschi di Siena,,2004,581 p. : ill. ; 31 cm,914.55,Toscana - Paesaggi - Territorio,"In cop.: Pianta della città. 
Scritti già pubbl. 
I testi sulle Contrade di Siena ed il Palio sono di Antonio Zazzeroni."
